1;EXPORT 24JAN24;;MISSING MIGRANTS  - Tracking Deaths Along Migratory Routes;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;;;IOM - International Organization for Migration;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;;;www.missingmigrants.iom.int;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;;;Missing Migrants Project is a joint initiative of IOM's Global Migration Data Analysis Centre (GMDAC) and Media and Communications Division (MCD). ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;UNITED case ID nr.;Incident ID;Main ID;Web ID    (old);Region of Incident;Website Date;Number Dead;Minimum Estimated Number of Missing;Total Dead and Missing;Number of Survivors;Number of Females;Number of Males;Number of Children;Region of Origin;Country of Origin;Cause of Death;Article title;Location of Death;Information Source;LAT;LONG;URL;Migration Route;Source Quality;Incident Type;UNSD Geographical Grouping;Reported Date;Reported Year;Reported Month;IOM Coordinates Getallen omdraaien, onderste eerst in FM  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1608;;2023.MMP0832;2023.MMP0832;;Mediterranean;01/09/23;3;;3;;;;;Unknown;Unknown;Drowning;;Remains washed ashore off Tocra, Libya;Libyan Red Crescent via IOM Libya;LAT  30.95541783;LONG  20.117447;;Central Mediterranean;4;Incident;Uncategorized;;2023;September;30.95541783, 20.117447;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1089;;2023.MMP0841;2023.MMP0841;;Western Asia;31/08/23;6;;6;;;6;;Southern Asia;Afghanistan;Violence;;Close to Bulgarian border, K?rklareli, Türkiye;PDMM via IOM Edirne;LAT 41.97084748;LONG 27.407398;;Türkiye-Europe land route;4;Incident;Western Asia;;2023;August;41.97084748, 27.407398;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3118;;2023.MMP1358;2023.MMP1358;;Mediterranean;31/08/23;1;;1;;;;;Unknown;Unknown;Drowning;;Remains recovered 20 miles from Lampione, Italy;UNHCR;LAT  35.56180834;LONG  11.96615;;Central Mediterranean;4;Incident;Uncategorized;;2023;August;35.56180834, 11.96615;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2092;;2023.MMP0831;2023.MMP0831;;Mediterranean;30/08/23;2;;2;;;;;Unknown;Unknown;Drowning;;Remains washed ashore off Tocra, Libya;Libyan Coast Guard via IOM Libya;LAT  32.53250652;LONG  20.57543;;Central Mediterranean;4;Incident;Uncategorized;;2023;August;32.53250652, 20.57543;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3119;;2023.MMP0738;2023.MMP0738;;Europe;30/08/23;1;;1;1;;1;;Southern Asia;Sri Lanka;Accidental death;Un migrant din Sri Lanka a murit dup? ce a încercat s? evadeze din apartamentul în care era sechestrat de trafican?i;Fell from apartment building where he was held hostage by smugglers, Calea Torontalului, Timi?oara, Romania;Europa Libera Romania;LAT  45.77492842;LONG  21.21402;https://web.archive.org/web/20230907112602/https://romania.europalibera.org/a/migranti-sechestrare-srilanka-deces/32571196.html;Western Balkans;1;Incident;Eastern Europe;;2023;August;45.77492842, 21.21402;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1609;;2023.MMP1323;2023.MMP1323;;Mediterranean;29/08/23;3;;3;7;;;;Northern Africa;Morocco;Drowning;;Málaga, Spain - embarkation from Fnideq, Morocco;CIPIMD;LAT  36.65509008;LONG  -4.44148;;Western Mediterranean;4;Incident;Uncategorized;;2023;August;36.65509008, -4.44148;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2093;;2023.MMP0846;2023.MMP0846;;Mediterranean;29/08/23;2;;2;;;2;;Northern Africa;Unknown;Drowning;Hallados dos cadáveres en el mar junto a la costa de Fuengirola;Remains recovered from sea eight miles off Fuengirola, Costa del Sol, Spain;El pais, Diaro sur;LAT  36.42934645;LONG  -4.607763;https://web.archive.org/web/20230919091733/https://elpais.com/espana/2023-08-30/hallados-dos-cadaveres-en-el-mar-a-la-altura-de-fuengirola.html;Western Mediterranean;3;Incident;Uncategorized;;2023;August;36.42934645, -4.607763;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1392;;2023.MMP0713;2023.MMP0713;;Mediterranean;28/08/23;4;;4;22;;;4;Sub-Saharan Africa;Unknown;Drowning;;In Turkish territorial waters between Maden island, Türkiye and Lesvos, Greece;HCG via IOM Greece, TCG;LAT  39.37874447;LONG  26.512341;https://web.archive.org/web/20230901094759/https://www.hcg.gr/el/drasthriothtes/epixeirhsh-ereynas-kai-diaswshs-sth-n-lesbo/;Eastern Mediterranean;5;Incident;Uncategorized;;2023;August;39.37874447, 26.512341;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1610;;2023.MMP0742;2023.MMP0742;;Northern Africa;28/08/23;1;2;3;6;;;;Eastern Africa;Comoros;Drowning;;Off Tan Tan, Morocco after departing from Akhenfir on 21 Aug;Al Watan, réunion 1 France info;LAT  28.66180612;LONG  -12.042928;https://web.archive.org/web/20230914101136/https://alwatwan.net/societe/migration-vers-l%E2%80%99europe-i-trois-comoriens-d%C3%A9c%C3%A9d%C3%A9s-dans-un-naufrage-au-large.html;Western Africa / Atlantic route to the Canary Islands;3;Incident;Uncategorized;;2023;August;28.66180612, -12.042928;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3120;;2023.MMP0830;2023.MMP0830;;Mediterranean;28/08/23;1;;1;;;;;Unknown;Unknown;Drowning;;Remains washed ashore off Tajura, Libya;GACS and LRC via IOM Libya;LAT  32.87137211;LONG  13.449091;;Central Mediterranean;4;Incident;Uncategorized;;2023;August;32.87137211, 13.449091;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3121;;2023.MMP0712;2023.MMP0712;;Mediterranean;28/08/23;1;;1;36;1;;;Unknown;Unknown;Drowning;;In the General Hospital of Samos after shipwreck off Nisakia, Samos, Greece;HCG via IOM Greece;LAT  37.75700313;LONG  26.978718;https://web.archive.org/web/20230901095009/https://www.hcg.gr/el/drasthriothtes/epixeirhsh-ereynas-kai-diaswshs-sth-n-samo/;Eastern Mediterranean;5;Incident;Uncategorized;;2023;August;37.75700313, 26.978718;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3122;;2023.MMP0829;2023.MMP0829;;Mediterranean;27/08/23;1;;1;;;;;Unknown;Unknown;Drowning;;Remains washed ashore off Abusitta, Libya;Libyan Red Crescent via IOM Libya;LAT  32.90268359;LONG  13.227957;;Central Mediterranean;4;Incident;Uncategorized;;2023;August;32.90268359, 13.227957;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
518;;2023.MMP1322;2023.MMP1322;;Mediterranean;26/08/23;;16;16;;;;;Northern Africa;Algeria;Drowning;;Unspecified location after embarkation from Corso, Algeria en route to Balearic Islands;CIPIMD;LAT  37.83433198;LONG  3.307584;;Western Mediterranean;4;Incident;Uncategorized;;2023;August;37.83433198, 3.307584;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1611;;2023.MMP1321;2023.MMP1321;;Mediterranean;26/08/23;1;2;3;12;;;;Northern Africa;Algeria;Drowning;;Unspecified location off the Balearic Islands, Spain - embarkation from Dellys, Algeria;CIPIMD;LAT  39.08772883;LONG  3.240238;;Western Mediterranean;4;Incident;Uncategorized;;2023;August;39.08772883, 3.240238;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3123;;2023.MMP0714;2023.MMP0714;;Europe;26/08/23;1;;1;6;;1;;Western Asia;Syrian Arab Republic;Vehicle accident / death linked to hazardous transport;1 dead, 4 injured in migrants car accident in northern Greece;Near Alexandroupolis, Greece;IOM Greece, Xinhua;LAT  40.86318839;LONG  25.996803;https://web.archive.org/web/20230901094635/https://english.news.cn/20230827/f05b2245486c4b24b48a742724283596/c.html;Türkiye-Europe land route;4;Incident;Southern Europe;;2023;August;40.86318839, 25.996803;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3124;;2023.MMP1320;2023.MMP1320;;Mediterranean;26/08/23;;1;1;13;;;;Northern Africa;Algeria;Drowning;;During rescue off Murcia, Spain - embarkation from Mostaganem, Algeria;CIPIMD;LAT  37.50997054;LONG  -0.53932;;Western Mediterranean;4;Incident;Uncategorized;;2023;August;37.50997054, -0.53932;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
708;;2023.MMP1319;2023.MMP1319;;Mediterranean;25/08/23;;11;11;;;;;Northern Africa;Algeria;Drowning;;Unspecified location after embarkation from Oran, Algeria en route to Almeria;CIPIMD;LAT  36.04490696;LONG  -1.006239;;Western Mediterranean;4;Incident;Uncategorized;;2023;August;36.04490696, -1.006239;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3125;;2023.MMP0706;2023.MMP0706;;Mediterranean;25/08/23;1;;1;;;1;;Unknown;Unknown;Drowning;;Remains washed ashore at Marsa Della port, Azzawiyah, Libya;IOM Libya;LAT  32.79473488;LONG  12.748294;;Central Mediterranean;4;Incident;Uncategorized;;2023;August;32.79473488, 12.748294;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
656;;2023.MMP1318;2023.MMP1318;;Mediterranean;24/08/23;;12;12;;1;;;Northern Africa;Algeria;Drowning;;Unspecified location after embarkation from Mostaganem, Algeria en route to Murcia;CIPIMD;LAT  36.22772429;LONG  -0.131815;;Western Mediterranean;4;Incident;Uncategorized;;2023;August;36.22772429, -0.131815;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1393;;2023.MMP0711;2023.MMP0711;;Northern Africa;24/08/23;4;;4;;;;;Sub-Saharan Africa;Unknown;Drowning;;Remains washed ashore at El Ouatia beach, Tan Tan, Morocco;Hespress;LAT  28.48664961;LONG  -11.346069;https://web.archive.org/web/20230826211730/https://www.hespress.com/%D8%B4%D8%A7%D8%B7%D8%A6-%D8%A7%D9%84%D9%88%D8%B7%D9%8A%D8%A9-%D9%8A%D9%84%D9%81%D8%B8-%D8%AC%D8%AB%D8%AA-4-%D9%85%D9%87%D8%A7%D8%AC%D8%B1%D9%8A%D9%86-1221419.html;Western Africa / Atlantic route to the Canary Islands;1;Incident;Uncategorized;;2023;August;28.48664961, -11.346069;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2094;;2023.MMP0710;2023.MMP0710;;Mediterranean;24/08/23;2;;2;;;;;Unknown;Unknown;Drowning;;Remains washed ashore at Sabratha, Libya;LRC via IOM Libya;LAT  32.81091575;LONG  12.454299;;Central Mediterranean;4;Incident;Uncategorized;;2023;August;32.81091575, 12.454299;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3126;;2023.MMP0687;2023.MMP0687;;Europe;23/08/23;1;;1;;;;;Western / Southern Asia (P);Unknown;Accidental death;;Remains found in Dadia forest in Lefkimmi, near Alexandroupolis, Greece;IOM and UNHCR Greece;LAT  41.02645905;LONG  26.193023;https://web.archive.org/web/20230826073106/https://www.unhcr.org/gr/en/35299-unhcr-iom-sadness-evros-wildfires.html;Türkiye-Europe land route;4;Incident;Southern Europe;;2023;August;41.02645905, 26.193023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
467;;2023.MMP0686;2023.MMP0686;;Europe;22/08/23;18;;18;;;;;Western Asia;Syrian Arab Republic;Accidental death;;Remains found in Dadia forest in Avantas, near Alexandroupolis, Greece;Greek Minister of Migration and Asylum, IOM and UNHCR Greece;LAT  40.93108598;LONG  25.912389;https://web.archive.org/web/20230823112744/https://migration.gov.gr/dilosi-ypoyrgoy-metanasteysis-kai-asyloy-k-dimitri-kairidi-gia-toys-nekroys-metanastes-ston-evro/;Türkiye-Europe land route;5;Incident;Southern Europe;;2023;August;40.93108598, 25.912389;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3127;;2023.MMP0708;2023.MMP0708;;Mediterranean;22/08/23;1;;1;;;;;Unknown;Unknown;Drowning;;Remains washed ashore at Surman, Libya;LRC via IOM Libya;LAT  32.79121877;LONG  12.565596;;Central Mediterranean;4;Incident;Uncategorized;;2023;August;32.79121877, 12.565596;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3128;;2023.MMP0709;2023.MMP0709;;Mediterranean;22/08/23;1;;1;;;;;Unknown;Unknown;Drowning;;Remains washed ashore at Azzawiyah, Libya;LRC via IOM Libya;LAT  32.78927276;LONG  12.70718;;Central Mediterranean;4;Incident;Uncategorized;;2023;August;32.78927276, 12.70718;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;;2023.MMP0707;2023.MMP0707;;Mediterranean;21/08/23;5;36;41;15;;;;Unknown;Unknown;Drowning;;North of Azzawiyah, Libya;IOM Libya;LAT  32.83911014;LONG  12.611049;;Central Mediterranean;4;Incident;Uncategorized;;2023;August;32.83911014, 12.611049;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1223;;2023.MMP0705;2023.MMP0705;;Mediterranean;21/08/23;5;;5;;;;;Sub-Saharan Africa (P);Unknown;Drowning;;Remains retreived from the coast of Chebba, Mahdia, Tunisia;Mosaique FM, Shems FM;LAT  35.23931623;LONG  11.151218;https://web.archive.org/save/https://www.mosaiquefm.net/ar/%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1-%D8%AA%D9%88%D9%86%D8%B3-%D8%AC%D9%87%D8%A7%D8%AA/1185048/%D8%A7%D9%84%D9%85%D9%87%D8%AF%D9%8A%D8%A9-%D8%A7%D9%86%D8%AA%D8%B4%D8%A7%D9%84-5-%D8%AC%D8%AB%D8%AB-%D9%84%D9%85%D9%87%D8%A7%D8%AC%D8%B1%D9%8A%D9%86-%D8%BA%D9%8A%D8%B1-%D9%86%D8%B8%D8%A7%D9%85%D9%8A%D9%8A%D9%86-%D9%85%D9%86-%D8%B3%D9%88%D8%A7%D8%AD%D9%84-%D8%A7%D9%84%D8%B4%D8%A7%D8%A8%D8%A9;Central Mediterranean;3;Incident;Uncategorized;;2023;August;35.23931623, 11.151218;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2095;;2023.MMP0685759,2023.MMP0685760;2023.MMP0685;;Mediterranean;21/08/23;1;1;2;27;;2;;Western Asia;Egypt,Syrian Arab Republic;Drowning;;AlMutaifla near Qaminis, Libya;National Safety Authority via IOM Libya;LAT  31.5157641;LONG  19.853984;;Central Mediterranean;5;Split Incident;Uncategorized;;2023;August;31.5157641, 19.853984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3129;;2023.MMP0689;2023.MMP0689;;Europe;21/08/23;1;;1;;;1;;Western / Southern Asia (P);Unknown;Harsh environmental conditions / lack of adequate shelter, food, water;;Remains found in Verkhnyadzvinsk near the Latvian border, Belarus;Belarusian State Border Committee, IOM Belarus;LAT  55.77352841;LONG  27.932169;https://web.archive.org/web/20230825134616/https://t.me/gpkgovby/3718;Belarus-EU border;5;Incident;Eastern Europe;;2023;August;55.77352841, 27.932169;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3130;;2023.MMP1144;2023.MMP1144;;Western Africa;20/08/23;1;;1;;;1;;Western Africa;Niger;Violence;;Arlit, Agadez, Niger;IOM Niger Displacement Tracking Matrix;LAT  18.73986243;LONG  7.390924;;Sahara Desert crossing;2;Incident;Western Africa;;2023;August;18.73986243, 7.390924;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3131;;2023.MMP0684;2023.MMP0684;;Mediterranean;18/08/23;1;;1;;;;;Unknown;Unknown;Drowning;;Remains retreived at Sabratha, Libya;LRC via IOM Libya;LAT  32.78384464;LONG  12.447573;;Central Mediterranean;4;Incident;Uncategorized;;2023;August;32.78384464, 12.447573;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3132;;2023.MMP0716;2023.MMP0716;;Northern Africa;18/08/23;1;;1;;;1;;Sub-Saharan Africa;Unknown;Vehicle accident / death linked to hazardous transport;;Zannouch, Gafsa, en route to Skhira, Sfax, Tunisia;Diwan FM, Al-Sabah News;LAT  34.46723972;LONG  9.041726;https://web.archive.org/web/20230901112923/https://diwanfm.net/news/%D8%AC%D9%87%D9%88%D9%8A%D8%A9/%D9%82%D9%81%D8%B5%D8%A9%3A-%D9%88%D9%81%D8%A7%D8%A9-%D9%85%D9%87%D8%A7%D8%AC%D8%B1-%D9%85%D9%86-%D8%A5%D9%81%D8%B1%D9%8A%D9%82%D9%8A%D8%A7-%D8%AC%D9%86%D9%88%D8%A8-%D8%A7%D9%84%D8%B5%D8%AD%D8%B1%D8%A7%D8%A1-%D8%B3%D9%82%D8%B7-%D9%85%D9%86-%D9%82%D8%B7%D8%A7%D8%B1-%D9%84%D9%86%D9%82%D9%84-%D8%A7%D9%84%D9%81%D8%B3%D9%81%D8%A7%D8%B7;;3;Incident;Northern Africa;;2023;August;34.46723972, 9.041726;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
832;;2023.MMP1099;2023.MMP1099;;Northern Africa;17/08/23;9;;9;;1;8;;Western Africa (P);Unknown;Violence;;Oran, Algeria;IOM Niger Displacement Tracking Matrix;LAT  35.70074358;LONG  -0.6358;;;2;Incident;Northern Africa;;2023;August;35.70074358, -0.6358;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1394;;2023.MMP1317;2023.MMP1317;;Mediterranean;17/08/23;;4;4;15;;;;Northern Africa;Morocco;Drowning;;Near Tangiers after embarkation from Mohammadia, Morocco;CIPIMD;LAT  33.98395639;LONG  -7.581157;;Western Mediterranean;4;Incident;Uncategorized;;2023;August;33.98395639, -7.581157;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
974;;2023.MMP1316;2023.MMP1316;;Mediterranean;16/08/23;;7;7;7;;;;Northern Africa;Algeria;Drowning;;In International waters after embarkation from Oran, Algeria;CIPIMD;LAT  36.09374864;LONG  -1.099623;;Western Mediterranean;4;Incident;Uncategorized;;2023;August;36.09374864, -1.099623;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1612;;2023.MMP0683;2023.MMP0683;;Mediterranean;16/08/23;;3;3;14;;;;Northern Africa;Algeria;Drowning;Alicante Rescatados 14 migrantes flotando en alta mar tras varias horas a 40 millas de Torrevieja;Approx. 45 miles SE Torrevieja, Alicante, Spain - departure from Tipaza, Algeria;SALVAMENTO MARÍTIMO, EFE via RTVE, Costa News, CIPIMD;LAT  37.95241314;LONG  -0.520169;https://web.archive.org/web/20230820203203/https://www.rtve.es/noticias/20230817/rescatados-14-migrantes-flotando-alta-mar-40-millas-torrevieja/2454136.shtml;Western Mediterranean;5;Incident;Uncategorized;;2023;August;37.95241314, -0.520169;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
101;7170, 7172, 7328;2023.MMP0668;2023.MMP0668;;Western Africa;15/08/23;7;56;63;38;;63;;Western Africa;Senegal;Harsh environmental conditions / lack of adequate shelter, food, water;;Rescued about 277km from Cabo Verde - embarkation from Fass Boye, Senegal on 10 July, en route to the Canary Islands;IOM Cabo Verde, Associated Press;LAT  14.92323944;LONG  -21.002927;https://projects.apnews.com/features/2023/africa-europe-migration-senegal-spain-investigation/index.html;Western Africa / Atlantic route to the Canary Islands;4;Incident;Western Africa;;2023;August;14.92323944, -21.002927;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2096;;2023.MMP0715;2023.MMP0715;;Mediterranean;15/08/23;2;;2;;;2;;Sub-Saharan Africa;Unknown;Drowning;;Bodies washed ashore on Donabo Beach, Tangier, Morocco;Tanja 24;LAT  35.79862078;LONG  -5.886117;https://web.archive.org/web/20230815004230/https://tanja24.com/%D9%85%D8%A3%D8%B3%D8%A7%D8%A9-%D8%A8%D8%B4%D8%A7%D8%B7%D8%A6-%D8%AF%D9%88%D9%86%D8%A7%D8%A8%D9%88-%D8%A7%D9%84%D8%A8%D8%AD%D8%B1-%D9%8A%D9%84%D9%82%D9%8A-%D8%A8%D8%AC%D8%AB%D8%AB-%D8%B4%D8%A7/;Western Mediterranean;1;Incident;Uncategorized;;2023;August;35.79862078, -5.886117;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3133;;2023.MMP1096;2023.MMP1096;;Western Africa;15/08/23;1;;1;;;1;;Western Africa (P);Unknown;Vehicle accident / death linked to hazardous transport;;Madama, Agadez, Niger;IOM Niger Displacement Tracking Matrix;LAT  21.93539375;LONG  13.626652;;Sahara Desert crossing;2;Incident;Western Africa;;2023;August;21.93539375, 13.626652;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
657;;2023.MMP0675;2023.MMP0675;;Mediterranean;14/08/23;5;7;12;23;2;;2;Northern Africa;Tunisia;Drowning;At least 5 Tunisian migrants dead and 7 missing in shipwreck;Sidi Mansour, Sfax, Tunisia ;Al Jazeera, Africa News, Tunisia Official Spokesmen;LAT  34.7806956;LONG  10.825317;https://www.africanews.com/2023/08/15/at-least-5-tunisian-migrants-dead-and-7-missing-in-shipwreck;Central Mediterranean;4;Incident;Uncategorized;;2023;August;34.7806956, 10.825317;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3134;;2023.MMP0643;2023.MMP0643;;Mediterranean;14/08/23;1;;1;36;;;1;Northern Africa;Egypt;Vehicle accident / death linked to hazardous transport;Migranti: ragazzo muore durante viaggio per Lampedusa;Boat rescued near the Pelagie islands, Lampedusa, Italy - embarkation from Zuwara, Libya;Ansa, Sicilia Reporter, La republica Palermo, UNHCR;LAT  35.652893;LONG  12.662932;https://web.archive.org/web/20230817150203/https://corporate.ansa.it/sito/notizie/cronaca/2023/08/15/migranti-ragazzo-muore-durante-viaggio-per-lampedusa_a2ddc1f2-dc67-4a62-910f-034a7a9ef6c8.html;Central Mediterranean;3;Incident;Uncategorized;;2023;August;35.652893, 12.662932;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
833;;2023.MMP0674;2023.MMP0674;;Mediterranean;13/08/23;;9;9;12;;7;;Southern Asia;Bangladesh;Drowning;9 Bangladeshi migrants ‘missing’ in Mediterranean after leaving Libya to reach Italy;Libyan Coast en route to Italy, Libya;Libya Update, Bangladesh Post ;LAT  34.93834872;LONG  14.077079;https://bangladeshpost.net/posts/9-narsingdi-youths-missing-in-mediterranean-sea-118274;Central Mediterranean;4;Incident;Uncategorized;;2023;August;34.93834872, 14.077079;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
519;;2023.MMP1315;2023.MMP1315;;Mediterranean;12/08/23;;16;16;;;;;Northern Africa;Mixed;Drowning;;Off Oran, Algeria en route to Almería;CIPIMD;LAT  35.80247174;LONG  -0.671156;;Western Mediterranean;4;Incident;Uncategorized;;2023;August;35.80247174, -0.671156;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
975;;2023.MMP0673;2023.MMP0673;;Mediterranean;12/08/23;2;5;7;13;;2;1;Northern Africa;Tunisia;Drowning;At least two dead, including infant, 5 missing after migrant boat sinks off Tunisia;120 metres off Sfax in the Gulf of Gabès, Tunisia;Tunisian Guarde Nationale, Swiss Info, Libya Update  ;LAT  33.92482222;LONG  10.164225;https://facebook.com/story.php?story_fbid=pfbid0qpG9TZk6N78G1pCWUUU4MLLEJwbKjfX99wudi6wtmLkWaXrkADKCz5tPPH5xG8s1l&id=100070504001587;Central Mediterranean;5;Incident;Uncategorized;;2023;August;33.92482222, 10.164225;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2097;;2023.MMP1357;2023.MMP1357;;Mediterranean;12/08/23;1;1;2;11;;1;;Unknown;Unknown;Drowning;Naufragio a largo di Marettimo, due dispersi: ricerche in corso;9 miles Southwest of Marettimo, Italy - embarkation from Raf Raf, Tunisia;UNHCR, Rai news;LAT  37.84486072;LONG  11.973139;https://archive.vn/jzsMa;Central Mediterranean;4;Incident;Uncategorized;;2023;August;37.84486072, 11.973139;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
976;;2023.MMP0631;2023.MMP0631;;Europe;11/08/23;6;1;7;59;;6;;Southern Asia;Afghanistan;Drowning;Six morts dans le naufrage d’une embarcation de migrants dans la Manche;The boat capsized in the English Channel, off the northern coast of France near Calais, about 20 km off of Sangatte.;Préfecture maritime de la Manche et de la mer du Nord, Le Monde, France 24, ABC ;LAT  51.057026;LONG  1.617592;https://web.archive.org/web/20230815143536/https://www.premar-manche.gouv.fr/communiques-presse/operation-de-sauvetage-au-large-de-calais-naufrage-d-une-soixantaine-de-personnes;English Channel to the UK;5;Incident;Uncategorized;;2023;August;51.057026, 1.617592;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
